# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1309	chebi:16982;chebi:57540	7.9479;8.1877
r_0303_2_rvs	MNXM813	cis-aconitate	cis-aconitate	[O-]C(=O)C\C(=C\C([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5548	chebi:16383	76.5483
r_0304	MNXM735438;MNXM735625	oxygen;coproporphyrinogen III	O2;coproporphyrinogen III	O=O;Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(C)c5CCC([O-])=O)c(C)c4CCC([O-])=O)c(CCC([O-])=O)c3C	yHMPu5000041829_Debaryomyces_fabryi@Seq_2489	chebi:15379;chebi:57309	8.1479;2.8214
r_0306	MNXM37;MNXM3;MNXM121	L-glutamine;ATP;UTP	L-glutamine;ATP;UTP	NC(=O)CC[C@H]([NH3+])C([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1191	chebi:58359;chebi:30616;chebi:46398	7.7309;5.1879;4.8902
r_0307	MNXM729302;MNXM3;MNXM121	ammonium;ATP;UTP	NH4(+);ATP;UTP	[NH4+];Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1191	chebi:28938;chebi:30616;chebi:46398	6.3591;5.1879;4.8902
r_0308	MNXM319	L-cystathionine	L,L-cystathionine	[NH3+][C@@H](CCSC[C@H]([NH3+])C([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1426	chebi:58161	2.4072
r_0309	MNXM123;MNXM737787	L-homocysteine;L-serine	L-homocysteine;L-serine	[NH3+][C@@H](CCS)C([O-])=O;[NH3+][C@@H](CO)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1887	chebi:58199;chebi:33384	6.5661;2.3737
r_0310	MNXM319	L-cystathionine	L,L-cystathionine	[NH3+][C@@H](CCSC[C@H]([NH3+])C([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1939	chebi:58161	0.1207
r_0311	MNXM738068;MNXM739517	L-cysteine;O-acetyl-L-homoserine	L-cysteine;O-acetyl-L-homoserine	[NH3+][C@@H](CS)C([O-])=O;CC(=O)OCC[C@H]([NH3+])C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3279	chebi:35235;chebi:57716	11.9652;11.1959
r_0312	MNXM730578;MNXM418	hydrogen sulfide;O-acetyl-L-serine	hydrogen sulfide;O-acetyl-L-serine	[SH-];CC(=O)OC[C@H]([NH3+])C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3392	chebi:29919;chebi:58340	2.4103;4.0804
r_0313	MNXM3;MNXM738068	ATP;L-cysteine	ATP;L-cysteine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CS)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3702	chebi:30616;chebi:35235	17.2251;16.9340
r_0314	MNXM731553	cytidine	cytidine	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_4455	chebi:17562	0.3620
r_0315	MNXM731553;MNXM51	cytidine;GTP	cytidine;GTP	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3777	chebi:17562;chebi:37565	4.0255;2.7370
r_0317	MNXM738702;MNXM735438;MNXM736942	NADPH;oxygen;lanosterol	NADPH;O2;lanosterol	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O=O;C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	yHMPu5000041829_Debaryomyces_fabryi@Seq_2424;yHMPu5000041829_Debaryomyces_fabryi@Seq_813	chebi:57783;chebi:15379;chebi:16521	3.9672,3.4735;5.3550,5.5626;0.8593,1.1522
r_0318	MNXM761	cytosine	cytosine	Nc1cc[nH]c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_4848	chebi:16040	2.3610
r_0319_fwd	MNXM735438;MNXM778	oxygen;D-arabinono-1,4-lactone	O2;D-arabinono-1,4-lactone	O=O;OC[C@H]1OC(=O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2283	chebi:15379;chebi:16292	125.0138;56.8970
r_0319_rvs	MNXM732620;MNXM731588	hydrogen peroxide;dehydro-D-arabinono-1,4-lactone	H2O2;dehydro-D-arabinono-1,4-lactone	OO;OC[C@H]1OC(=O)C(O)=C1[O-]	yHMPu5000041829_Debaryomyces_fabryi@Seq_2283	chebi:16240;chebi:58277	2921.2944;47.6604
r_0320	MNXM8;MNXM544	NAD;D-arabinose	NAD(+);D-arabinose	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O[C@@H]1COC(O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3951	chebi:57540;chebi:46994	2.3120;1.2442
r_0321	MNXM5;MNXM544	NADP(+);D-arabinose	NADP(+);D-arabinose	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O[C@@H]1COC(O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_865	chebi:58349;chebi:46994	2.1359;1.2017
r_0322_fwd	MNXM1553	D-fructose 1-phosphate	keto-D-fructose 1-phosphate	OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_837	chebi:18105	10.3805
r_0322_rvs	MNXM435;MNXM77	D-glyceraldehyde;dihydroxyacetone phosphate	D-glyceraldehyde;dihydroxyacetone phosphate	OC[C@@H](O)C=O;OCC(=O)COP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_837	chebi:17378;chebi:57642	8.2260;3.9947
r_0323	MNXM8;MNXM736685	NAD;D-glucitol	NAD(+);D-sorbitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_3476	chebi:57540;chebi:17924	8.5804;7.9098
r_0326_fwd	MNXM266	dCMP	dCMP	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_1685	chebi:57566	2.5473
r_0326_rvs	MNXM729302;MNXM234	ammonium;dUMP	NH4(+);dUMP	[NH4+];O[C@H]1C[C@@H](O[C@@H]1COP([O-])([O-])=O)n1ccc(=O)[nH]c1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1685	chebi:28938;chebi:246422	2.6550;1.4600
r_0327	MNXM360	dCTP	dCTP	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_1685	chebi:61481	1.1458
r_0329	MNXM704	deoxycytidine	2'-deoxycytidine	Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_4455	chebi:15698	0.1513
r_0330_fwd	MNXM3;MNXM736654	ATP;dGMP	ATP;dGMP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])([O-])=O)O1	yHMPu5000041829_Debaryomyces_fabryi@Seq_3168	chebi:30616;chebi:57673	478.8022;201.1516
r_0330_rvs	MNXM7;MNXM436	ADP;dGDP	ADP;dGDP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1	yHMPu5000041829_Debaryomyces_fabryi@Seq_3168	chebi:456216;chebi:58595	412.2569;151.4414
r_0331	MNXM124;MNXM731831	spermidine;ubiquinone-6	spermidine;ubiquinone-6	[NH3+]CCCC[NH2+]CCC[NH3+];COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3182	chebi:57834;chebi:52971	0.4872;5.5142
r_0332	MNXM3;MNXM731177	ATP;2-deoxy-D-ribose	ATP;aldehydo-2-deoxy-D-ribose	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OC[C@@H](O)[C@@H](O)CC=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_79	chebi:30616;chebi:28816	51.7020;24.6142
r_0334	MNXM3;MNXM736929	ATP;3'-dephospho-CoA	ATP;3'-dephospho-CoA	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	yHMPu5000041829_Debaryomyces_fabryi@Seq_1166	chebi:30616;chebi:57328	10.4135;12.3236
r_0335_fwd	MNXM13;MNXM3;MNXM1140	carbon dioxide;ATP;7,8-diaminononanoate	CO2;ATP;7,8-diaminononanoate	O=C=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CC([NH3+])C([NH3+])CCCCCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5612	chebi:16526;chebi:30616;chebi:58500	38.5719;15.4970;14.0401
r_0335_rvs	MNXM9;MNXM7;MNXM1020	phosphate;ADP;dethiobiotin	phosphate;ADP;(4R,5S)-dethiobiotin	OP([O-])([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@@H]1NC(=O)N[C@@H]1CCCCCC(O)=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5612	chebi:43474;chebi:456216;chebi:42280	7.3314;14.6559;0.8235
r_0340_fwd	MNXM733692;MNXM3297	sphinganine;lignoceric acid	sphinganine;tetracosanoate	CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO;CCCCCCCCCCCCCCCCCCCCCCCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3416	chebi:57817;chebi:31014	2.5378;3.2773
r_0340_rvs	MNXM64020	ceramide-1 (C24)	N-tetracosanoylsphinganine	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	yHMPu5000041829_Debaryomyces_fabryi@Seq_3416	chebi:52961	3.0046
r_0341_fwd	MNXM733692;MNXM1833	sphinganine;cerotic acid	sphinganine;hexacosanoate	CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO;CCCCCCCCCCCCCCCCCCCCCCCCCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3416	chebi:57817;chebi:31013	2.5378;3.3014
r_0341_rvs	MNXM63798	ceramide-1 (C26)	N-hexacosanoylsphinganine	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	yHMPu5000041829_Debaryomyces_fabryi@Seq_3416	chebi:52962	3.0270
r_0342	MNXM64019	ceramide-2 (C24)	N-tetracosanoylphytosphingosine	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000041829_Debaryomyces_fabryi@Seq_3416	chebi:52979	3.0056
r_0343	MNXM63797	ceramide-2 (C26)	N-(hexacosanoyl)-(4R)-hydroxysphinganine	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000041829_Debaryomyces_fabryi@Seq_3416	chebi:52980	3.0278
r_0344	MNXM738702;MNXM281	NADPH;dihydrofolic acid	NADPH;7,8-dihydrofolate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)=Nc2c(=O)[nH]1	yHMPu5000041829_Debaryomyces_fabryi@Seq_4233	chebi:57783;chebi:57451	0.0941;0.2939
r_0345	MNXM738702;MNXM281	NADPH;dihydrofolic acid	NADPH;7,8-dihydrofolate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)=Nc2c(=O)[nH]1	yHMPu5000041829_Debaryomyces_fabryi@Seq_4233	chebi:57783;chebi:57451	0.0941;0.2939
r_0347	MNXM730301	7,8-dihydroneopterin	7,8-dihydroneopterin	Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_2813	chebi:17001	2.1056
r_0348	MNXM731004	7,8-dihydroneopterin 3'-phosphate	7,8-dihydroneopterin 3'-phosphate	Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)COP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1985	chebi:58762	0.4265
r_0349_fwd	MNXM252	(S)-dihydroorotate	(S)-dihydroorotate	[O-]C(=O)[C@@H]1CC(=O)NC(=O)N1	yHMPu5000041829_Debaryomyces_fabryi@Seq_1776	chebi:30864	71.6508
r_0349_rvs	MNXM465	N-carbamoyl-L-aspartate	N-carbamoyl-L-aspartate	NC(=O)N[C@@H](CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1776	chebi:32814	110.9343
r_0350	MNXM728662;MNXM421	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;4-aminobenzoate	6-hydroxymethyl-7,8-dihydropterin;4-aminobenzoate	Nc1nc2NCC(CO)=Nc2c(=O)[nH]1;Nc1ccc(cc1)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2813	chebi:44841;chebi:17836	2.4890;2.4112
r_0351	MNXM727068;MNXM421	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate;4-aminobenzoate	(7,8-dihydropterin-6-yl)methyl diphosphate;4-aminobenzoate	Nc1nc2NCC(COP([O-])(=O)OP([O-])([O-])=O)=Nc2c(=O)[nH]1;Nc1ccc(cc1)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2813	chebi:72950;chebi:17836	1.7324;2.4112
r_0352	MNXM734	(R)-2,3-dihydroxy-3-methylbutanoate	(2R)-2,3-dihydroxy-3-methylbutanoate	CC(C)(O)[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_364	chebi:49072	0.3537
r_0353	MNXM1202	(2R,3R)-2,3-dihydroxy-3-methylpentanoate	(2R,3R)-2,3-dihydroxy-3-methylpentanoate	CC[C@@](C)(O)[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_364	chebi:49258	0.4130
r_0354_1	MNXM3;MNXM460	ATP;glycerone	ATP;dihydroxyacetone	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OCC(=O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_5237	chebi:30616;chebi:16016	4.9200;4.7091
r_0354_2	MNXM3;MNXM460	ATP;glycerone	ATP;dihydroxyacetone	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OCC(=O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_659	chebi:30616;chebi:16016	11.1575;7.2968
r_0355	MNXM83;MNXM132	isopentenyl diphosphate;prenyl diphosphate(3-)	isopentenyl diphosphate;dimethylallyl diphosphate	CC(=C)CCOP([O-])(=O)OP([O-])([O-])=O;CC(C)=CCOP([O-])(=O)OP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_288	chebi:128769;chebi:57623	27.2981;26.3752
r_0356_fwd	MNXM733151	1,3-bisphospho-D-glycerate	(2R)-3-phospho-glyceroyl phosphate	O[C@H](COP([O-])([O-])=O)C(=O)OP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4140	chebi:57604	81.4323
r_0356_rvs	MNXM892	2,3-bisphospho-D-glyceric acid	(2R)-2,3-bisphosphoglycerate	[O-]C(=O)[C@@H](COP([O-])([O-])=O)OP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4140	chebi:58248	99.8848
r_0357	MNXM737088	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate	OP(O)(=O)O[C@H]1[C@@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(=O)OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@@H]1OP(O)(O)=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5183	chebi:52965	12.0792
r_0358	MNXM9;MNXM3;MNXM730291	phosphate;ATP;myo-inositol 1,3,4,5,6-pentakisphosphate	phosphate;ATP;1D-myo-inositol 1,3,4,5,6-pentakisphosphate	OP([O-])([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;O[C@@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3244	chebi:43474;chebi:30616;chebi:57733	25.0646;17.2361;20.1698
r_0359	MNXM16;MNXM3804	S-adenosyl-L-methionine;2-(3-amino-3-carboxypropyl)-L-histidine	(S)-S-adenosyl-L-methionine;2-(3-amino-3-carboxypropyl)-L-histidine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;[NH3+]C(CCc1ncc(C[C@H]([NH3+])C([O-])=O)[nH]1)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1195	chebi:142094;chebi:58031	8.0539;5.3173
r_0360	MNXM63;MNXM737447	CTP;dolichol	CTP;dolichol	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;CC(CCO)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_1219	chebi:37563;chebi:16091	1.0532;1.6259
r_0361	MNXM731350;MNXM731230	GDP-alpha-D-mannose;dolichyl phosphate	GDP-alpha-D-mannose;dolichyl phosphate	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;CC(CCOP(O)(O)=O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_5242	chebi:57527;chebi:16214	0.1222;0.1122
r_0362_1	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_1758;yHMPu5000041829_Debaryomyces_fabryi@Seq_3000	chebi:15809	2.2638,2.2428
r_0362_2	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_3000;yHMPu5000041829_Debaryomyces_fabryi@Seq_4868	chebi:15809	2.2428,0.7004
r_0362_3	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_1758;yHMPu5000041829_Debaryomyces_fabryi@Seq_3095	chebi:15809	2.2638,2.2634
r_0362_4	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4868;yHMPu5000041829_Debaryomyces_fabryi@Seq_3095	chebi:15809	0.7004,2.2634
r_0362_5	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_1758	chebi:15809	2.2638
r_0362_6	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_3000	chebi:15809	2.2428
r_0362_7	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_3095	chebi:15809	2.2634
r_0362_8	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4868	chebi:15809	0.7004
r_0362_9	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	yHMPu5000041829_Debaryomyces_fabryi@Seq_528	chebi:15809	1.3474
r_0363	MNXM3;MNXM257	ATP;dTMP	ATP;dTMP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)[nH]c1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3948	chebi:30616;chebi:63528	753.9260;544.4402
r_0364	MNXM452	dUTP	dUTP	O[C@H]1C[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2247	chebi:61555	0.2970
r_0366_1_fwd	MNXM275	2-phospho-D-glyceric acid	(2R)-2-phosphoglycerate	OC[C@@H](OP([O-])([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4326	chebi:58289	9.1775
r_0366_1_rvs	MNXM73	phosphoenolpyruvate	phosphoenolpyruvate	[O-]C(=O)C(=C)OP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4326	chebi:58702	5.2369
r_0366_2_fwd	MNXM275	2-phospho-D-glyceric acid	(2R)-2-phosphoglycerate	OC[C@@H](OP([O-])([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4422	chebi:58289	43.0911
r_0366_2_rvs	MNXM73	phosphoenolpyruvate	phosphoenolpyruvate	[O-]C(=O)C(=C)OP([O-])([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4422	chebi:58702	22.5336
